transcript_id	gene_id	gene_name
CR_10830C_A-T	CR_10830C_A	CR_10830C_A
CR_01290C_A-T	CR_01290C_A	CWH43
CR_08450C_A-T	CR_08450C_A	CR_08450C_A
CR_01130W_A-T	CR_01130W_A	CR_01130W_A
CR_04350C_A-T	CR_04350C_A	CR_04350C_A
CR_08070W_A-T	CR_08070W_A	PTP1
CR_04400W_A-T	CR_04400W_A	CR_04400W_A
CR_04580W_A-T	CR_04580W_A	CR_04580W_A
CR_04460C_A-T	CR_04460C_A	CR_04460C_A
CR_03850W_A-T	CR_03850W_A	HGT3
CR_09600C_A-T	CR_09600C_A	YKE2
CR_08060C_A-T	CR_08060C_A	VPS21
CR_02380C_A-T	CR_02380C_A	CR_02380C_A
CR_05220C_A-T	CR_05220C_A	GUT1
CR_07700W_A-T	CR_07700W_A	CR_07700W_A
CR_03680C_A-T	CR_03680C_A	SMC1
CR_08420W_A-T	CR_08420W_A	CR_08420W_A
CR_04280C_A-T	CR_04280C_A	RFT1
CR_07150W_A-T	CR_07150W_A	GLK1
CR_10070C_A-T	CR_10070C_A	ZCF39
CR_07710W_A-T	CR_07710W_A	ARO2
CR_07970C_A-T	CR_07970C_A	CR_07970C_A
CR_01520W_A-T	CR_01520W_A	PTC2
CR_09510C_A-T	CR_09510C_A	CR_09510C_A
CR_02980C_A-T	CR_02980C_A	SRP40
CR_10720W_A-T	CR_10720W_A	HMI1
CR_07620W_A-T	CR_07620W_A	AAT21
CR_02260C_A-T	CR_02260C_A	CR_02260C_A
CR_01900C_A-T	CR_01900C_A	HNM3
CR_06640C_A-T	CR_06640C_A	CR_06640C_A
CR_00710C_A-T	CR_00710C_A	CR_00710C_A
CR_06310W_A-T	CR_06310W_A	CR_06310W_A
CR_05590C_A-T	CR_05590C_A	tC(GCA)2
CR_03190C_A-T	CR_03190C_A	CR_03190C_A
CR_06350C_A-T	CR_06350C_A	CR_06350C_A
CR_00590W_A-T	CR_00590W_A	PHO81
CR_04160C_A-T	CR_04160C_A	TRM6
CR_01090W_A-T	CR_01090W_A	CR_01090W_A
CR_07380C_A-T	CR_07380C_A	KSR1
CR_08260C_A-T	CR_08260C_A	CR_08260C_A
CR_02430C_A-T	CR_02430C_A	CR_02430C_A
CR_09100C_A-T	CR_09100C_A	CR_09100C_A
CR_04880W_A-T	CR_04880W_A	CR_04880W_A
CR_04360C_A-T	CR_04360C_A	NHP2
CR_06740W_A-T	CR_06740W_A	CR_06740W_A
CR_05190W_A-T	CR_05190W_A	CR_05190W_A
CR_06030C_A-T	CR_06030C_A	CR_06030C_A
CR_03460W_A-T	CR_03460W_A	CR_03460W_A
CR_07600W_A-T	CR_07600W_A	CR_07600W_A
CR_01010W_A-T	CR_01010W_A	TEN1
CR_03270W_A-T	CR_03270W_A	CR_03270W_A
CR_06040W_A-T	CR_06040W_A	CR_06040W_A
CR_09810W_A-T	CR_09810W_A	CR_09810W_A
CR_00360C_A-T	CR_00360C_A	LEU1
CR_10490W_A-T	CR_10490W_A	EIF4E
CR_06600C_A-T	CR_06600C_A	CR_06600C_A
CR_08200C_A-T	CR_08200C_A	CR_08200C_A
CR_01910C_A-T	CR_01910C_A	CR_01910C_A
CR_03240C_A-T	CR_03240C_A	CR_03240C_A
CR_08910C_A-T	CR_08910C_A	RPN7
CR_10350C_A-T	CR_10350C_A	TRX1
CR_06530W_A-T	CR_06530W_A	CR_06530W_A
CR_00660W_A-T	CR_00660W_A	CR_00660W_A
CR_05100W_A-T	CR_05100W_A	CR_05100W_A
CR_04910W_A-T	CR_04910W_A	CDC43
CR_06700C_A-T	CR_06700C_A	SOL3
CR_09530C_A-T	CR_09530C_A	CR_09530C_A
CR_10210W_A-T	CR_10210W_A	PGA12
CR_00310C_A-T	CR_00310C_A	CR_00310C_A
CR_04500C_A-T	CR_04500C_A	CR_04500C_A
CR_03440W_A-T	CR_03440W_A	CR_03440W_A
CR_03230W_A-T	CR_03230W_A	SQS1
CR_07170W_A-T	CR_07170W_A	CR_07170W_A
CR_09490W_A-T	CR_09490W_A	CR_09490W_A
CR_04730W_A-T	CR_04730W_A	CR_04730W_A
CR_08380C_A-T	CR_08380C_A	CR_08380C_A
CR_02040W_A-T	CR_02040W_A	PRK1
CR_00400C_A-T	CR_00400C_A	SWC4
CR_04890W_A-T	CR_04890W_A	LYS5
CR_08400C_A-T	CR_08400C_A	CR_08400C_A
CR_00760C_A-T	CR_00760C_A	HYR4
CR_05170C_A-T	CR_05170C_A	FDH1
CR_06560C_A-T	CR_06560C_A	CR_06560C_A
CR_01610C_A-T	CR_01610C_A	SHP1
CR_09780C_A-T	CR_09780C_A	IFA14
CR_05990C_A-T	CR_05990C_A	SFL1
CR_04670C_A-T	CR_04670C_A	CR_04670C_A
CR_07250C_A-T	CR_07250C_A	CR_07250C_A
CR_04790W_A-T	CR_04790W_A	MVB12
CR_10660W_A-T	CR_10660W_A	CKA1
CR_02770C_A-T	CR_02770C_A	CR_02770C_A
CR_03010C_A-T	CR_03010C_A	ERV1
CR_08710W_A-T	CR_08710W_A	CR_08710W_A
CR_03710C_A-T	CR_03710C_A	CR_03710C_A
CR_07730W_A-T	CR_07730W_A	HGT14
CR_06710C_A-T	CR_06710C_A	GCN5
CR_05860W_A-T	CR_05860W_A	CR_05860W_A
CR_04250W_A-T	CR_04250W_A	RON1
CR_04210C_A-T	CR_04210C_A	QDR1
CR_01860W_A-T	CR_01860W_A	OPT9
CR_02930W_A-T	CR_02930W_A	CR_02930W_A
CR_03400W_A-T	CR_03400W_A	CR_03400W_A
CR_09690C_A-T	CR_09690C_A	PLB3
CR_06820W_A-T	CR_06820W_A	CR_06820W_A
CR_10400W_A-T	CR_10400W_A	CR_10400W_A
CR_10730C_A-T	CR_10730C_A	CR_10730C_A
CR_07300W_A-T	CR_07300W_A	CR_07300W_A
CR_00210W_A-T	CR_00210W_A	ALK2
CR_05760C_A-T	CR_05760C_A	CR_05760C_A
CR_02520W_A-T	CR_02520W_A	RPC19
CR_05530C_A-T	CR_05530C_A	CWT1
CR_02760C_A-T	CR_02760C_A	RPD3
CR_01690C_A-T	CR_01690C_A	CDC60
CR_08040W_A-T	CR_08040W_A	CR_08040W_A
CR_10530W_A-T	CR_10530W_A	CR_10530W_A
CR_09880W_A-T	CR_09880W_A	DEF1
CR_04070W_A-T	CR_04070W_A	NAT5
CR_03900W_A-T	CR_03900W_A	HST7
CR_00890C_A-T	CR_00890C_A	CR_00890C_A
CR_01350C_A-T	CR_01350C_A	CR_01350C_A
CR_08920W_A-T	CR_08920W_A	CR_08920W_A
CR_08570W_A-T	CR_08570W_A	SKI2
CR_02120C_A-T	CR_02120C_A	CR_02120C_A
CR_07240C_A-T	CR_07240C_A	CLG1
CR_08690C_A-T	CR_08690C_A	ECI1
CR_04870C_A-T	CR_04870C_A	CR_04870C_A
CR_08970W_A-T	CR_08970W_A	tM(CAU)4
CR_05560W_A-T	CR_05560W_A	CR_05560W_A
CR_06630W_A-T	CR_06630W_A	CR_06630W_A
CR_02790C_A-T	CR_02790C_A	ALG5
CR_07860C_A-T	CR_07860C_A	ASF1
CR_05790C_A-T	CR_05790C_A	ACO2
CR_03640C_A-T	CR_03640C_A	CR_03640C_A
CR_03790C_A-T	CR_03790C_A	KRE1
CR_06460W_A-T	CR_06460W_A	GST3
CR_10310W_A-T	CR_10310W_A	CR_10310W_A
CR_10580W_A-T	CR_10580W_A	PRO1
CR_01700C_A-T	CR_01700C_A	CR_01700C_A
CR_07750C_A-T	CR_07750C_A	DBP6
CR_07210W_A-T	CR_07210W_A	ARC15
CR_07920W_A-T	CR_07920W_A	CR_07920W_A
CR_10370W_A-T	CR_10370W_A	HCR1
CR_03080C_A-T	CR_03080C_A	CR_03080C_A
CR_02050C_A-T	CR_02050C_A	HDA1
CR_08410W_A-T	CR_08410W_A	CR_08410W_A
CR_01310W_A-T	CR_01310W_A	ATP3
CR_07880C_A-T	CR_07880C_A	tG(GCC)1
CR_06980W_A-T	CR_06980W_A	CR_06980W_A
CR_08220C_A-T	CR_08220C_A	tK(UUU)3
CR_00500C_A-T	CR_00500C_A	CR_00500C_A
CR_06670W_A-T	CR_06670W_A	CFL11
CR_05130C_A-T	CR_05130C_A	CR_05130C_A
CR_08080W_A-T	CR_08080W_A	CR_08080W_A
CR_01180W_A-T	CR_01180W_A	CAP01
CR_02850C_A-T	CR_02850C_A	GZF3
CR_02660C_A-T	CR_02660C_A	CR_02660C_A
CR_03050C_A-T	CR_03050C_A	ZCF11
CR_07610C_A-T	CR_07610C_A	CR_07610C_A
CR_10390W_A-T	CR_10390W_A	CR_10390W_A
CR_06120W_A-T	CR_06120W_A	RPL7
CR_03020C_A-T	CR_03020C_A	CR_03020C_A
CR_06540W_A-T	CR_06540W_A	KIP1
CR_02670C_A-T	CR_02670C_A	CR_02670C_A
CR_01780W_A-T	CR_01780W_A	CR_01780W_A
CR_02910W_A-T	CR_02910W_A	ATG13
CR_08640C_A-T	CR_08640C_A	CR_08640C_A
CR_09360W_A-T	CR_09360W_A	FCY24
CR_09840C_A-T	CR_09840C_A	CR_09840C_A
CR_05070W_A-T	CR_05070W_A	tH(GUG)1
CR_08120C_A-T	CR_08120C_A	DCP2
CR_04660C_A-T	CR_04660C_A	UGP1
CR_09970W_A-T	CR_09970W_A	UBC4
CR_01590C_A-T	CR_01590C_A	TRP2
CR_10690W_A-T	CR_10690W_A	POP3
CR_06240C_A-T	CR_06240C_A	ZCF19
CR_02710W_A-T	CR_02710W_A	RRP9
CR_06730W_A-T	CR_06730W_A	APG7
CR_07940W_A-T	CR_07940W_A	CR_07940W_A
CR_10800C_A-T	CR_10800C_A	CR_10800C_A
CR_10240W_A-T	CR_10240W_A	UTP5
CR_04240C_A-T	CR_04240C_A	CR_04240C_A
CR_02180W_A-T	CR_02180W_A	PHO113
CR_06800C_A-T	CR_06800C_A	HHF22
CR_07810W_A-T	CR_07810W_A	YHB5
CR_05040W_A-T	CR_05040W_A	CR_05040W_A
CR_09230C_A-T	CR_09230C_A	CR_09230C_A
CR_06990W_A-T	CR_06990W_A	CR_06990W_A
CR_07340C_A-T	CR_07340C_A	CR_07340C_A
CR_07070C_A-T	CR_07070C_A	ALS3
CR_08460W_A-T	CR_08460W_A	TPM2
CR_07110C_A-T	CR_07110C_A	CR_07110C_A
CR_02290W_A-T	CR_02290W_A	PGA22
CR_01950W_A-T	CR_01950W_A	CR_01950W_A
CR_07820W_A-T	CR_07820W_A	CR_07820W_A
CR_05280W_A-T	CR_05280W_A	CR_05280W_A
CR_04620C_A-T	CR_04620C_A	CR_04620C_A
CR_04275W_A-T	CR_04275W_A	SCR1
CR_06580W_A-T	CR_06580W_A	CR_06580W_A
CR_00570W_A-T	CR_00570W_A	CR_00570W_A
CR_09820C_A-T	CR_09820C_A	CR_09820C_A
CR_08240W_A-T	CR_08240W_A	tK(UUU)5
CR_07850W_A-T	CR_07850W_A	CR_07850W_A
CR_06590C_A-T	CR_06590C_A	RGS2
CR_04550W_A-T	CR_04550W_A	PRE6
CR_05080W_A-T	CR_05080W_A	VMA13
CR_07030C_A-T	CR_07030C_A	RRP36
CR_06770C_A-T	CR_06770C_A	CR_06770C_A
CR_08540C_A-T	CR_08540C_A	SSY5
CR_06380C_A-T	CR_06380C_A	CR_06380C_A
CR_03600C_A-T	CR_03600C_A	CR_03600C_A
CR_06250W_A-T	CR_06250W_A	CR_06250W_A
CR_01960C_A-T	CR_01960C_A	MRS2
CR_05710C_A-T	CR_05710C_A	CR_05710C_A
CR_04340W_A-T	CR_04340W_A	PIM1
CR_03300C_A-T	CR_03300C_A	CR_03300C_A
CR_08320W_A-T	CR_08320W_A	ATS1
CR_08670C_A-T	CR_08670C_A	CR_08670C_A
CR_03480W_A-T	CR_03480W_A	CR_03480W_A
CR_03430W_A-T	CR_03430W_A	CR_03430W_A
CR_08310C_A-T	CR_08310C_A	CR_08310C_A
CR_08840C_A-T	CR_08840C_A	NIT2
CR_00350W_A-T	CR_00350W_A	CR_00350W_A
CR_04300W_A-T	CR_04300W_A	CR_04300W_A
CR_01920W_A-T	CR_01920W_A	CR_01920W_A
CR_00460C_A-T	CR_00460C_A	CR_00460C_A
CR_10860C_A-T	CR_10860C_A	CTA26
CR_05020W_A-T	CR_05020W_A	LYP1
CR_08890C_A-T	CR_08890C_A	ASR2
CR_00090C_A-T	CR_00090C_A	CR_00090C_A
CR_09760W_A-T	CR_09760W_A	MED21
CR_03700C_A-T	CR_03700C_A	CR_03700C_A
CR_02370W_A-T	CR_02370W_A	ERG25
CR_01500W_A-T	CR_01500W_A	PIN4
CR_02870W_A-T	CR_02870W_A	APL4
CR_05640C_A-T	CR_05640C_A	CR_05640C_A
CR_07650W_A-T	CR_07650W_A	GLC7
CR_00860C_A-T	CR_00860C_A	TMA19
CR_01580C_A-T	CR_01580C_A	DOT6
CR_07420W_A-T	CR_07420W_A	KGD2
CR_00680W_A-T	CR_00680W_A	BUD22
CR_07120C_A-T	CR_07120C_A	CR_07120C_A
CR_10710C_A-T	CR_10710C_A	VPS52
CR_01390W_A-T	CR_01390W_A	MGE1
CR_10170C_A-T	CR_10170C_A	CR_10170C_A
CR_06520C_A-T	CR_06520C_A	CR_06520C_A
CR_08230C_A-T	CR_08230C_A	tK(UUU)4
CR_00270C_A-T	CR_00270C_A	CR_00270C_A
CR_09910W_A-T	CR_09910W_A	GNP3
CR_05380C_A-T	CR_05380C_A	YCP4
CR_01670W_A-T	CR_01670W_A	CR_01670W_A
CR_01050C_A-T	CR_01050C_A	CR_01050C_A
CR_05310W_A-T	CR_05310W_A	CR_05310W_A
CR_07580C_A-T	CR_07580C_A	TSC11
CR_01120C_A-T	CR_01120C_A	CR_01120C_A
CR_05490W_A-T	CR_05490W_A	SUA72
CR_06340C_A-T	CR_06340C_A	PGI1
CR_01850C_A-T	CR_01850C_A	CR_01850C_A
CR_09380W_A-T	CR_09380W_A	PRE8
CR_00580W_A-T	CR_00580W_A	YRB1
CR_04370W_A-T	CR_04370W_A	CR_04370W_A
CR_08100C_A-T	CR_08100C_A	RIO2
CR_00470W_A-T	CR_00470W_A	CR_00470W_A
CR_04810W_A-T	CR_04810W_A	RPS3
CR_07410C_A-T	CR_07410C_A	tK(UUU)2
CR_07570W_A-T	CR_07570W_A	CR_07570W_A
CR_06080W_A-T	CR_06080W_A	SIS1
CR_09800C_A-T	CR_09800C_A	CR_09800C_A
CR_10480W_A-T	CR_10480W_A	PGA1
CR_04560C_A-T	CR_04560C_A	RAD27
CR_06020W_A-T	CR_06020W_A	CR_06020W_A
CR_07490C_A-T	CR_07490C_A	GLK4
CR_02490W_A-T	CR_02490W_A	OPT4
CR_06790C_A-T	CR_06790C_A	CR_06790C_A
CR_02150W_A-T	CR_02150W_A	MDL1
CR_08560C_A-T	CR_08560C_A	CR_08560C_A
CR_05450C_A-T	CR_05450C_A	CR_05450C_A
CR_01480W_A-T	CR_01480W_A	PRS
CR_08590W_A-T	CR_08590W_A	CR_08590W_A
CR_00610W_A-T	CR_00610W_A	IFF4
CR_01680C_A-T	CR_01680C_A	CDC4
CR_05670C_A-T	CR_05670C_A	HMO1
CR_01340W_A-T	CR_01340W_A	CR_01340W_A
CR_06330C_A-T	CR_06330C_A	CR_06330C_A
CR_05180C_A-T	CR_05180C_A	SDH2
CR_04080C_A-T	CR_04080C_A	SEC63
CR_04110W_A-T	CR_04110W_A	CR_04110W_A
CR_08770W_A-T	CR_08770W_A	RDN18
CR_03280W_A-T	CR_03280W_A	IFR2
CR_04570C_A-T	CR_04570C_A	CDC10
CR_00830W_A-T	CR_00830W_A	CR_00830W_A
CR_10320W_A-T	CR_10320W_A	CR_10320W_A
CR_05840W_A-T	CR_05840W_A	SPC25
CR_05930C_A-T	CR_05930C_A	tS(AGA)1
CR_09390C_A-T	CR_09390C_A	CR_09390C_A
CR_06150C_A-T	CR_06150C_A	ADE13
CR_04450C_A-T	CR_04450C_A	CR_04450C_A
CR_09480W_A-T	CR_09480W_A	CR_09480W_A
CR_04750W_A-T	CR_04750W_A	CR_04750W_A
CR_00160C_A-T	CR_00160C_A	CR_00160C_A
CR_01230C_A-T	CR_01230C_A	CDC27
CR_06300C_A-T	CR_06300C_A	FGR50
CR_03000C_A-T	CR_03000C_A	CR_03000C_A
CR_08330W_A-T	CR_08330W_A	CR_08330W_A
CR_10110W_A-T	CR_10110W_A	CHT3
CR_03690W_A-T	CR_03690W_A	CR_03690W_A
CR_00040C_A-T	CR_00040C_A	CR_00040C_A
CR_00750C_A-T	CR_00750C_A	JHD1
CR_00840C_A-T	CR_00840C_A	CR_00840C_A
CR_01870C_A-T	CR_01870C_A	CR_01870C_A
CR_01460C_A-T	CR_01460C_A	CR_01460C_A
CR_08300C_A-T	CR_08300C_A	NTE1
CR_07840C_A-T	CR_07840C_A	CR_07840C_A
CR_02270C_A-T	CR_02270C_A	CR_02270C_A
CR_08050C_A-T	CR_08050C_A	CR_08050C_A
CR_02440W_A-T	CR_02440W_A	CR_02440W_A
CR_05250C_A-T	CR_05250C_A	FGR13
CR_00060C_A-T	CR_00060C_A	CR_00060C_A
CR_02650C_A-T	CR_02650C_A	DRE2
CR_04700C_A-T	CR_04700C_A	tS(GCU)1
CR_05460W_A-T	CR_05460W_A	CR_05460W_A
CR_00220W_A-T	CR_00220W_A	CR_00220W_A
CR_10280W_A-T	CR_10280W_A	CR_10280W_A
CR_05620C_A-T	CR_05620C_A	MTG2
CR_00650W_A-T	CR_00650W_A	CR_00650W_A
CR_03540W_A-T	CR_03540W_A	CR_03540W_A
CR_08600C_A-T	CR_08600C_A	PEX19
CR_04530W_A-T	CR_04530W_A	FUM11
CR_09850C_A-T	CR_09850C_A	FGR46
CR_10340W_A-T	CR_10340W_A	PTP3
CR_08830W_A-T	CR_08830W_A	CR_08830W_A
CR_05140W_A-T	CR_05140W_A	CR_05140W_A
CR_08790W_A-T	CR_08790W_A	RDN58
CR_02700W_A-T	CR_02700W_A	CR_02700W_A
CR_02780W_A-T	CR_02780W_A	CR_02780W_A
CR_08990C_A-T	CR_08990C_A	SLP3
CR_10520C_A-T	CR_10520C_A	SLD5
CR_03180W_A-T	CR_03180W_A	CR_03180W_A
CR_07630C_A-T	CR_07630C_A	RPS27
CR_04740C_A-T	CR_04740C_A	ADE6
CR_02140W_A-T	CR_02140W_A	RSR1
CR_10550W_A-T	CR_10550W_A	DRS1
CR_00320C_A-T	CR_00320C_A	NAP1
CR_09610C_A-T	CR_09610C_A	CR_09610C_A
CR_09160C_A-T	CR_09160C_A	ERG13
CR_05800C_A-T	CR_05800C_A	LCL2
CR_03040C_A-T	CR_03040C_A	HGT18
CR_09430C_A-T	CR_09430C_A	CR_09430C_A
CR_03090C_A-T	CR_03090C_A	MLC1
CR_00490W_A-T	CR_00490W_A	CR_00490W_A
CR_02250C_A-T	CR_02250C_A	CEX1
CR_09770C_A-T	CR_09770C_A	PMT5
CR_07090W_A-T	CR_07090W_A	STT4
CR_07550C_A-T	CR_07550C_A	CR_07550C_A
CR_00100C_A-T	CR_00100C_A	EPL1
CR_05160C_A-T	CR_05160C_A	CR_05160C_A
CR_09170C_A-T	CR_09170C_A	SSU1
CR_03320C_A-T	CR_03320C_A	CR_03320C_A
CR_10570C_A-T	CR_10570C_A	YHB4
CR_10250C_A-T	CR_10250C_A	FDH3
CR_04290W_A-T	CR_04290W_A	HAP31
CR_10060W_A-T	CR_10060W_A	CR_10060W_A
CR_09030C_A-T	CR_09030C_A	CR_09030C_A
CR_05690W_A-T	CR_05690W_A	MCT1
CR_02420W_A-T	CR_02420W_A	CR_02420W_A
CR_01200W_A-T	CR_01200W_A	OYE22
CR_04780W_A-T	CR_04780W_A	RPB8
CR_10620C_A-T	CR_10620C_A	CR_10620C_A
CR_03670W_A-T	CR_03670W_A	CR_03670W_A
CR_01640C_A-T	CR_01640C_A	CR_01640C_A
CR_04850C_A-T	CR_04850C_A	CR_04850C_A
CR_05150W_A-T	CR_05150W_A	CR_05150W_A
CR_10810C_A-T	CR_10810C_A	CR_10810C_A
CR_02460W_A-T	CR_02460W_A	CR_02460W_A
CR_02550C_A-T	CR_02550C_A	CR_02550C_A
CR_05440W_A-T	CR_05440W_A	BNA1
CR_01510C_A-T	CR_01510C_A	CR_01510C_A
CR_09960C_A-T	CR_09960C_A	UGA3
CR_00280C_A-T	CR_00280C_A	CR_00280C_A
CR_05740C_A-T	CR_05740C_A	PTC4
CR_02090C_A-T	CR_02090C_A	CET1
CR_07660C_A-T	CR_07660C_A	CR_07660C_A
CR_06230W_A-T	CR_06230W_A	CR_06230W_A
CR_05940W_A-T	CR_05940W_A	CEK2
CR_06500C_A-T	CR_06500C_A	CR_06500C_A
CR_01840W_A-T	CR_01840W_A	CR_01840W_A
CR_07780W_A-T	CR_07780W_A	CR_07780W_A
CR_02940C_A-T	CR_02940C_A	CR_02940C_A
CR_10420W_A-T	CR_10420W_A	CR_10420W_A
CR_01000C_A-T	CR_01000C_A	SLN1
CR_04830C_A-T	CR_04830C_A	CR_04830C_A
CR_08130W_A-T	CR_08130W_A	CR_08130W_A
CR_09700W_A-T	CR_09700W_A	CR_09700W_A
CR_10270C_A-T	CR_10270C_A	AHA1
CR_06810W_A-T	CR_06810W_A	HHT2
CR_09240C_A-T	CR_09240C_A	CR_09240C_A
CR_03520C_A-T	CR_03520C_A	CR_03520C_A
CR_05510W_A-T	CR_05510W_A	STE13
CR_02720C_A-T	CR_02720C_A	RPC31
CR_02950C_A-T	CR_02950C_A	CR_02950C_A
CR_04220C_A-T	CR_04220C_A	CR_04220C_A
CR_04900C_A-T	CR_04900C_A	PGA39
CR_01830C_A-T	CR_01830C_A	PTR2
CR_09050C_A-T	CR_09050C_A	CR_09050C_A
CR_01080W_A-T	CR_01080W_A	CR_01080W_A
CR_01300W_A-T	CR_01300W_A	CR_01300W_A
CR_00530W_A-T	CR_00530W_A	CR_00530W_A
CR_10300W_A-T	CR_10300W_A	PUP1
CR_10840C_A-T	CR_10840C_A	XYL2
CR_05290W_A-T	CR_05290W_A	MNT3
CR_05650W_A-T	CR_05650W_A	BRF1
CR_08580C_A-T	CR_08580C_A	CR_08580C_A
CR_01990C_A-T	CR_01990C_A	SPC98
CR_03310C_A-T	CR_03310C_A	CR_03310C_A
CR_09180W_A-T	CR_09180W_A	CDG1
CR_06680C_A-T	CR_06680C_A	CR_06680C_A
CR_05410C_A-T	CR_05410C_A	tR(ACG)1
CR_04040C_A-T	CR_04040C_A	SPT14
CR_05120W_A-T	CR_05120W_A	CR_05120W_A
CR_07890W_A-T	CR_07890W_A	EFG1
CR_08430W_A-T	CR_08430W_A	CR_08430W_A
CR_09370W_A-T	CR_09370W_A	ELF1
CR_00540C_A-T	CR_00540C_A	MDH1
CR_07870W_A-T	CR_07870W_A	CR_07870W_A
CR_02160W_A-T	CR_02160W_A	UGT51C1
CR_07020W_A-T	CR_07020W_A	CR_07020W_A
CR_04980C_A-T	CR_04980C_A	CR_04980C_A
CR_08370W_A-T	CR_08370W_A	GSH2
CR_00170W_A-T	CR_00170W_A	ZCF38
CR_04920W_A-T	CR_04920W_A	CR_04920W_A
CR_08870W_A-T	CR_08870W_A	PEX13
CR_03750C_A-T	CR_03750C_A	PRP42
CR_08440W_A-T	CR_08440W_A	CR_08440W_A
CR_07540C_A-T	CR_07540C_A	CR_07540C_A
CR_03660C_A-T	CR_03660C_A	CR_03660C_A
CR_09460C_A-T	CR_09460C_A	CR_09460C_A
CR_09730C_A-T	CR_09730C_A	SSF1
CR_10770W_A-T	CR_10770W_A	CR_10770W_A
CR_08740W_A-T	CR_08740W_A	CR_08740W_A
CR_03530W_A-T	CR_03530W_A	MIC60
CR_09640C_A-T	CR_09640C_A	CR_09640C_A
CR_07400C_A-T	CR_07400C_A	LPD1
CR_00080W_A-T	CR_00080W_A	MIS12
CR_07690W_A-T	CR_07690W_A	CR_07690W_A
CR_00970W_A-T	CR_00970W_A	ATO9
CR_07050C_A-T	CR_07050C_A	URA2
CR_07590W_A-T	CR_07590W_A	EMP24
CR_08250C_A-T	CR_08250C_A	HSP104
CR_05820C_A-T	CR_05820C_A	tP(UGG)4
CR_01440C_A-T	CR_01440C_A	CR_01440C_A
CR_05890C_A-T	CR_05890C_A	CR_05890C_A
CR_00910W_A-T	CR_00910W_A	CR_00910W_A
CR_04590C_A-T	CR_04590C_A	PDX3
CR_08490W_A-T	CR_08490W_A	TSR1
CR_10790W_A-T	CR_10790W_A	MAL2
CR_04130C_A-T	CR_04130C_A	EAF7
CR_08020C_A-T	CR_08020C_A	NOP10
CR_01820W_A-T	CR_01820W_A	CR_01820W_A
CR_07330W_A-T	CR_07330W_A	SMX4
CR_08500W_A-T	CR_08500W_A	CR_08500W_A
CR_06860C_A-T	CR_06860C_A	ARO10
CR_07270C_A-T	CR_07270C_A	HGT16
CR_07460C_A-T	CR_07460C_A	CR_07460C_A
CR_03940W_A-T	CR_03940W_A	IPI1
CR_04030W_A-T	CR_04030W_A	NIP100
CR_05780W_A-T	CR_05780W_A	VMA2
CR_02960W_A-T	CR_02960W_A	CR_02960W_A
CR_08520C_A-T	CR_08520C_A	CR_08520C_A
CR_06900C_A-T	CR_06900C_A	ALG6
CR_08720W_A-T	CR_08720W_A	CR_08720W_A
CR_06130C_A-T	CR_06130C_A	CR_06130C_A
CR_03510W_A-T	CR_03510W_A	CR_03510W_A
CR_06420W_A-T	CR_06420W_A	PPZ1
CR_06550C_A-T	CR_06550C_A	CR_06550C_A
CR_06110C_A-T	CR_06110C_A	RFX1
CR_03330W_A-T	CR_03330W_A	CR_03330W_A
CR_07290W_A-T	CR_07290W_A	FRE7
CR_03830C_A-T	CR_03830C_A	MCM2
CR_02620C_A-T	CR_02620C_A	CR_02620C_A
CR_05720W_A-T	CR_05720W_A	TPS1
CR_06970C_A-T	CR_06970C_A	CR_06970C_A
CR_01250C_A-T	CR_01250C_A	CR_01250C_A
CR_06440C_A-T	CR_06440C_A	BCR1
CR_01040C_A-T	CR_01040C_A	ARC19
CR_09560C_A-T	CR_09560C_A	CR_09560C_A
CR_03820C_A-T	CR_03820C_A	ULP2
CR_06690C_A-T	CR_06690C_A	CPD1
CR_10740W_A-T	CR_10740W_A	CSM1
CR_05900W_A-T	CR_05900W_A	CR_05900W_A
CR_01570W_A-T	CR_01570W_A	CR_01570W_A
CR_06100C_A-T	CR_06100C_A	CR_06100C_A
CR_08650C_A-T	CR_08650C_A	CR_08650C_A
CR_04100C_A-T	CR_04100C_A	RPL15A
CR_09580C_A-T	CR_09580C_A	CR_09580C_A
CR_04440C_A-T	CR_04440C_A	RBR1
CR_04540C_A-T	CR_04540C_A	RPR2
CR_05830C_A-T	CR_05830C_A	ISC1
CR_00420W_A-T	CR_00420W_A	CR_00420W_A
CR_08350W_A-T	CR_08350W_A	SIL1
CR_07280W_A-T	CR_07280W_A	FRE30
CR_06510W_A-T	CR_06510W_A	CR_06510W_A
CR_10100C_A-T	CR_10100C_A	INO1
CR_00200W_A-T	CR_00200W_A	PCK1
CR_09830W_A-T	CR_09830W_A	CR_09830W_A
CR_09740W_A-T	CR_09740W_A	RRP3
CR_09680C_A-T	CR_09680C_A	RTA4
CR_06290C_A-T	CR_06290C_A	CR_06290C_A
CR_07560W_A-T	CR_07560W_A	RGD3
CR_07830C_A-T	CR_07830C_A	CR_07830C_A
CR_03500W_A-T	CR_03500W_A	CIT1
CR_05360C_A-T	CR_05360C_A	CR_05360C_A
CR_08290W_A-T	CR_08290W_A	CR_08290W_A
CR_10360C_A-T	CR_10360C_A	CTM1
CR_05090C_A-T	CR_05090C_A	HGT9
CR_01190C_A-T	CR_01190C_A	SFT1
CR_06160C_A-T	CR_06160C_A	DAD3
CR_04490C_A-T	CR_04490C_A	CR_04490C_A
