transcript_id	gene_id	gene_name
C4_02370C_A-T	C4_02370C_A	PGA59
C4_05530W_A-T	C4_05530W_A	FGR6-10
C4_04510W_A-T	C4_04510W_A	C4_04510W_A
C4_03410W_A-T	C4_03410W_A	C4_03410W_A
C4_03960W_A-T	C4_03960W_A	C4_03960W_A
C4_04350W_A-T	C4_04350W_A	C4_04350W_A
C4_03990C_A-T	C4_03990C_A	C4_03990C_A
C4_06980W_A-T	C4_06980W_A	PRA1
C4_04250W_A-T	C4_04250W_A	C4_04250W_A
C4_01380W_A-T	C4_01380W_A	ZCF27
C4_04930C_A-T	C4_04930C_A	C4_04930C_A
C4_04890C_A-T	C4_04890C_A	RPL24A
C4_00270W_A-T	C4_00270W_A	ATP2
C4_02620C_A-T	C4_02620C_A	C4_02620C_A
C4_06650W_A-T	C4_06650W_A	C4_06650W_A
C4_04220W_A-T	C4_04220W_A	DUO1
C4_03700W_A-T	C4_03700W_A	C4_03700W_A
C4_05840W_A-T	C4_05840W_A	FRE3
C4_00450C_A-T	C4_00450C_A	PGA10
C4_00640W_A-T	C4_00640W_A	C4_00640W_A
C4_03340C_A-T	C4_03340C_A	C4_03340C_A
C4_02730C_A-T	C4_02730C_A	C4_02730C_A
C4_02430W_A-T	C4_02430W_A	CFT1
C4_06570C_A-T	C4_06570C_A	PDC11
C4_04780W_A-T	C4_04780W_A	PMT6
C4_02170C_A-T	C4_02170C_A	C4_02170C_A
C4_05680W_A-T	C4_05680W_A	PHO4
C4_00080C_A-T	C4_00080C_A	C4_00080C_A
C4_01990W_A-T	C4_01990W_A	C4_01990W_A
C4_05130C_A-T	C4_05130C_A	ALD6
C4_04120C_A-T	C4_04120C_A	C4_04120C_A
C4_02900C_A-T	C4_02900C_A	CRH11
C4_00120W_A-T	C4_00120W_A	PGA7
C4_00910C_A-T	C4_00910C_A	C4_00910C_A
C4_01130C_A-T	C4_01130C_A	C4_01130C_A
C4_01170C_A-T	C4_01170C_A	BMT9
C4_06220C_A-T	C4_06220C_A	C4_06220C_A
C4_02830C_A-T	C4_02830C_A	HCA4
C4_05800C_A-T	C4_05800C_A	C4_05800C_A
C4_02030W_A-T	C4_02030W_A	RFX2
C4_07250C_A-T	C4_07250C_A	TLO10
C4_02510W_A-T	C4_02510W_A	C4_02510W_A
C4_01930C_A-T	C4_01930C_A	C4_01930C_A
C4_06740C_A-T	C4_06740C_A	C4_06740C_A
C4_02920W_A-T	C4_02920W_A	C4_02920W_A
C4_03930C_A-T	C4_03930C_A	C4_03930C_A
C4_03560W_A-T	C4_03560W_A	C4_03560W_A
C4_03490C_A-T	C4_03490C_A	C4_03490C_A
C4_03190W_A-T	C4_03190W_A	C4_03190W_A
C4_05580C_A-T	C4_05580C_A	C4_05580C_A
C4_07190W_A-T	C4_07190W_A	SEC10
C4_01470W_A-T	C4_01470W_A	C4_01470W_A
C4_00440C_A-T	C4_00440C_A	OPT7
C4_01510W_A-T	C4_01510W_A	C4_01510W_A
C4_01520C_A-T	C4_01520C_A	RPL20B
C4_02560C_A-T	C4_02560C_A	UME7
C4_00560C_A-T	C4_00560C_A	MMM1
C4_00790C_A-T	C4_00790C_A	MLH1
C4_02940W_A-T	C4_02940W_A	ABP1
C4_06950W_A-T	C4_06950W_A	PUS5
C4_05940W_A-T	C4_05940W_A	PPS1
C4_06700W_A-T	C4_06700W_A	C4_06700W_A
C4_07170C_A-T	C4_07170C_A	C4_07170C_A
C4_03800C_A-T	C4_03800C_A	NUP84
C4_02250C_A-T	C4_02250C_A	BGL2
C4_06990W_A-T	C4_06990W_A	MNN46
C4_04210C_A-T	C4_04210C_A	SOH1
C4_06350C_A-T	C4_06350C_A	NUP60
C4_03780C_A-T	C4_03780C_A	C4_03780C_A
C4_05550C_A-T	C4_05550C_A	GVP36
C4_00880W_A-T	C4_00880W_A	C4_00880W_A
C4_05220C_A-T	C4_05220C_A	C4_05220C_A
C4_04730W_A-T	C4_04730W_A	BAS1
C4_03510C_A-T	C4_03510C_A	HWP2
C4_06190C_A-T	C4_06190C_A	MPH1
C4_00140C_A-T	C4_00140C_A	HIS4
C4_02640C_A-T	C4_02640C_A	SEN2
C4_05820W_A-T	C4_05820W_A	C4_05820W_A
C4_03200C_A-T	C4_03200C_A	C4_03200C_A
C4_00770C_A-T	C4_00770C_A	C4_00770C_A
C4_00530C_A-T	C4_00530C_A	C4_00530C_A
C4_06640C_A-T	C4_06640C_A	C4_06640C_A
C4_02270C_A-T	C4_02270C_A	BFR1
C4_03540C_A-T	C4_03540C_A	ECM38
C4_02330C_A-T	C4_02330C_A	C4_02330C_A
C4_02130W_A-T	C4_02130W_A	CYT2
C4_02530W_A-T	C4_02530W_A	ARG83
C4_00430W_A-T	C4_00430W_A	MEP2
C4_00370W_A-T	C4_00370W_A	HOF1
C4_06490C_A-T	C4_06490C_A	PRI2
C4_03050C_A-T	C4_03050C_A	C4_03050C_A
C4_03360C_A-T	C4_03360C_A	VTC4
C4_04810C_A-T	C4_04810C_A	TRM8
C4_04560C_A-T	C4_04560C_A	C4_04560C_A
C4_03440C_A-T	C4_03440C_A	DOT4
C4_03390W_A-T	C4_03390W_A	CSH3
C4_00350W_A-T	C4_00350W_A	PEP7
C4_02200C_A-T	C4_02200C_A	C4_02200C_A
C4_01110W_A-T	C4_01110W_A	tD(GUC)6
C4_00970C_A-T	C4_00970C_A	MDN1
C4_06470W_A-T	C4_06470W_A	C4_06470W_A
C4_00710W_A-T	C4_00710W_A	C4_00710W_A
C4_06390W_A-T	C4_06390W_A	SOU1
C4_03460C_A-T	C4_03460C_A	C4_03460C_A
C4_05360C_A-T	C4_05360C_A	C4_05360C_A
C4_01020C_A-T	C4_01020C_A	C4_01020C_A
C4_00870W_A-T	C4_00870W_A	tG(UCC)2
C4_06030W_A-T	C4_06030W_A	CMD1
C4_02800W_A-T	C4_02800W_A	RPC53
C4_04710W_A-T	C4_04710W_A	GYP1
C4_02670W_A-T	C4_02670W_A	C4_02670W_A
C4_03110W_A-T	C4_03110W_A	C4_03110W_A
C4_04840C_A-T	C4_04840C_A	AGP3
C4_06000W_A-T	C4_06000W_A	ALG1
C4_00830W_A-T	C4_00830W_A	SPS20
C4_06800W_A-T	C4_06800W_A	RVB1
C4_05670W_A-T	C4_05670W_A	YME1
C4_00210W_A-T	C4_00210W_A	C4_00210W_A
C4_00230W_A-T	C4_00230W_A	C4_00230W_A
C4_00960W_A-T	C4_00960W_A	PTC8
C4_01100C_A-T	C4_01100C_A	AGP2
C4_05890W_A-T	C4_05890W_A	C4_05890W_A
C4_02310W_A-T	C4_02310W_A	BEM3
C4_06050W_A-T	C4_06050W_A	MED3
C4_03090W_A-T	C4_03090W_A	C4_03090W_A
C4_05540W_A-T	C4_05540W_A	HOM3
C4_01680W_A-T	C4_01680W_A	TOA2
C4_04750W_A-T	C4_04750W_A	C4_04750W_A
C4_03850W_A-T	C4_03850W_A	C4_03850W_A
C4_07130W_A-T	C4_07130W_A	C4_07130W_A
C4_05030C_A-T	C4_05030C_A	SSK2
C4_02040W_A-T	C4_02040W_A	C4_02040W_A
C4_03880W_A-T	C4_03880W_A	C4_03880W_A
C4_06440C_A-T	C4_06440C_A	C4_06440C_A
C4_04570W_A-T	C4_04570W_A	RCE1
C4_02150C_A-T	C4_02150C_A	C4_02150C_A
C4_05590W_A-T	C4_05590W_A	C4_05590W_A
C5_04180W_A-T	C5_04180W_A	C5_04180W_A
C5_04570C_A-T	C5_04570C_A	URA7
C5_04080C_A-T	C5_04080C_A	CWC25
C5_03170C_A-T	C5_03170C_A	C5_03170C_A
C5_02430W_A-T	C5_02430W_A	ZCF22
C5_00650C_A-T	C5_00650C_A	THR1
C5_05090W_A-T	C5_05090W_A	C5_05090W_A
C5_01100C_A-T	C5_01100C_A	CLN3
C5_04250W_A-T	C5_04250W_A	MRV8
C5_02700W_A-T	C5_02700W_A	CTA7
C5_01900C_A-T	C5_01900C_A	C5_01900C_A
C5_03820C_A-T	C5_03820C_A	BUD7
C5_00640C_A-T	C5_00640C_A	SAM51
C5_04310W_A-T	C5_04310W_A	C5_04310W_A
C5_04610W_A-T	C5_04610W_A	C5_04610W_A
C5_04020C_A-T	C5_04020C_A	FGR42
C5_01050C_A-T	C5_01050C_A	C5_01050C_A
C5_03560W_A-T	C5_03560W_A	C5_03560W_A
C5_04960W_A-T	C5_04960W_A	C5_04960W_A
C5_03260C_A-T	C5_03260C_A	C5_03260C_A
C5_05210W_A-T	C5_05210W_A	C5_05210W_A
C5_02610C_A-T	C5_02610C_A	RAD9
C5_01950C_A-T	C5_01950C_A	RIM21
C5_00980W_A-T	C5_00980W_A	TRY3
C5_00810C_A-T	C5_00810C_A	CCP2
C5_02080C_A-T	C5_02080C_A	HSP12
C5_03990W_A-T	C5_03990W_A	MID1
C5_01890W_A-T	C5_01890W_A	C5_01890W_A
C5_00240W_A-T	C5_00240W_A	SKN7
C5_02640W_A-T	C5_02640W_A	C5_02640W_A
C5_02820C_A-T	C5_02820C_A	MDE1
C5_01110W_A-T	C5_01110W_A	C5_01110W_A
C5_04680W_A-T	C5_04680W_A	PSD2
C5_03380W_A-T	C5_03380W_A	ARP1
C5_00730W_A-T	C5_00730W_A	HYR3
C5_01470C_A-T	C5_01470C_A	C5_01470C_A
C5_05480W_A-T	C5_05480W_A	DES1
C5_00710W_A-T	C5_00710W_A	IFF8
C5_03540C_A-T	C5_03540C_A	RPS25B
C5_00260W_A-T	C5_00260W_A	C5_00260W_A
C5_02550C_A-T	C5_02550C_A	UTP13
C5_04550W_A-T	C5_04550W_A	C5_04550W_A
C5_03150W_A-T	C5_03150W_A	C5_03150W_A
C5_03570W_A-T	C5_03570W_A	C5_03570W_A
C5_04870W_A-T	C5_04870W_A	C5_04870W_A
C5_02630C_A-T	C5_02630C_A	MNN1
C5_04940W_A-T	C5_04940W_A	C5_04940W_A
C5_04500W_A-T	C5_04500W_A	C5_04500W_A
C5_03070W_A-T	C5_03070W_A	RPS5
C5_04140W_A-T	C5_04140W_A	C5_04140W_A
C5_02140C_A-T	C5_02140C_A	C5_02140C_A
C5_01650C_A-T	C5_01650C_A	MYO1
C5_05280C_A-T	C5_05280C_A	SDH4
C5_05230C_A-T	C5_05230C_A	C5_05230C_A
C5_00630C_A-T	C5_00630C_A	EXO1
C5_05290C_A-T	C5_05290C_A	MRP2
C5_02350C_A-T	C5_02350C_A	C5_02350C_A
C5_03770C_A-T	C5_03770C_A	C5_03770C_A
C5_00400C_A-T	C5_00400C_A	C5_00400C_A
C5_04580C_A-T	C5_04580C_A	C5_04580C_A
C5_02370C_A-T	C5_02370C_A	C5_02370C_A
C5_01270W_A-T	C5_01270W_A	SGE1
C5_04220W_A-T	C5_04220W_A	MRV5
C5_04420W_A-T	C5_04420W_A	C5_04420W_A
C5_02120C_A-T	C5_02120C_A	RIX7
C5_00620W_A-T	C5_00620W_A	CGI121
C5_02850W_A-T	C5_02850W_A	C5_02850W_A
C5_01780W_A-T	C5_01780W_A	PAP1
C5_01570C_A-T	C5_01570C_A	SPO1
C5_03940C_A-T	C5_03940C_A	C5_03940C_A
C5_05430W_A-T	C5_05430W_A	PEX4
C5_00170W_A-T	C5_00170W_A	C5_00170W_A
C5_03390C_A-T	C5_03390C_A	FUR1
C5_01640W_A-T	C5_01640W_A	MAS2
C5_03120W_A-T	C5_03120W_A	C5_03120W_A
C5_03760C_A-T	C5_03760C_A	MTR10
C5_05150C_A-T	C5_05150C_A	C5_05150C_A
C5_00150C_A-T	C5_00150C_A	C5_00150C_A
C5_01610W_A-T	C5_01610W_A	C5_01610W_A
C5_04190W_A-T	C5_04190W_A	MRV2
C5_02180C_A-T	C5_02180C_A	LEU3
C5_01560C_A-T	C5_01560C_A	C5_01560C_A
C5_02030W_A-T	C5_02030W_A	RPN8
C5_02000C_A-T	C5_02000C_A	ACH1
C5_01540W_A-T	C5_01540W_A	C5_01540W_A
C5_00470C_A-T	C5_00470C_A	KRE62
C5_00770C_A-T	C5_00770C_A	FOL1
C5_01140C_A-T	C5_01140C_A	C5_01140C_A
C5_04090C_A-T	C5_04090C_A	SUI1
C5_02280C_A-T	C5_02280C_A	CTR86
C5_01230C_A-T	C5_01230C_A	C5_01230C_A
C5_00920W_A-T	C5_00920W_A	C5_00920W_A
C5_05360C_A-T	C5_05360C_A	C5_05360C_A
C5_01010W_A-T	C5_01010W_A	CCW14
C5_04030W_A-T	C5_04030W_A	C5_04030W_A
C5_02980C_A-T	C5_02980C_A	YPT35
C5_01830C_A-T	C5_01830C_A	HAL9
C5_02110W_A-T	C5_02110W_A	C5_02110W_A
C5_03310C_A-T	C5_03310C_A	PCL1
C5_01590W_A-T	C5_01590W_A	C5_01590W_A
C5_03740W_A-T	C5_03740W_A	C5_03740W_A
C5_01810W_A-T	C5_01810W_A	FCR3
C5_04920C_A-T	C5_04920C_A	C5_04920C_A
C5_02680W_A-T	C5_02680W_A	C5_02680W_A
C5_05460C_A-T	C5_05460C_A	C5_05460C_A
C5_04800W_A-T	C5_04800W_A	CRH12
C5_04510W_A-T	C5_04510W_A	GDE1
C5_02870C_A-T	C5_02870C_A	C5_02870C_A
C5_03710C_A-T	C5_03710C_A	C5_03710C_A
C5_04520W_A-T	C5_04520W_A	TIP41
C5_00540C_A-T	C5_00540C_A	AGA1
C5_05410C_A-T	C5_05410C_A	ILV3
C5_01450W_A-T	C5_01450W_A	PRC2
C5_04700C_A-T	C5_04700C_A	MES1
C5_01910W_A-T	C5_01910W_A	GIS2
C5_02220C_A-T	C5_02220C_A	C5_02220C_A
C5_03610W_A-T	C5_03610W_A	HEX1
C5_04690C_A-T	C5_04690C_A	C5_04690C_A
C5_03720C_A-T	C5_03720C_A	C5_03720C_A
C5_04070C_A-T	C5_04070C_A	CKS1
C5_04970C_A-T	C5_04970C_A	PPR1
C5_00070W_A-T	C5_00070W_A	CDC11
C5_01430C_A-T	C5_01430C_A	C5_01430C_A
C5_02930C_A-T	C5_02930C_A	GRE3
C5_00660C_A-T	C5_00660C_A	ERG11
C5_02750C_A-T	C5_02750C_A	HIR2
C5_05050W_A-T	C5_05050W_A	ADH1
C5_02790C_A-T	C5_02790C_A	GAP1
C5_01750C_A-T	C5_01750C_A	MTLA2
C5_02390C_A-T	C5_02390C_A	C5_02390C_A
C5_04660C_A-T	C5_04660C_A	TIP1
C5_02960C_A-T	C5_02960C_A	C5_02960C_A
C5_04450C_A-T	C5_04450C_A	C5_04450C_A
C5_00360C_A-T	C5_00360C_A	tS(CAG)1
C5_03030W_A-T	C5_03030W_A	C5_03030W_A
C5_01690C_A-T	C5_01690C_A	CCT7
C5_01060C_A-T	C5_01060C_A	BUD23
C5_02760W_A-T	C5_02760W_A	CKB2
C5_03810C_A-T	C5_03810C_A	C5_03810C_A
C5_00870C_A-T	C5_00870C_A	GIT4
C5_03110C_A-T	C5_03110C_A	C5_03110C_A
C5_00120W_A-T	C5_00120W_A	C5_00120W_A
C5_02600W_A-T	C5_02600W_A	PUT1
C5_03850W_A-T	C5_03850W_A	C5_03850W_A
C5_05500C_A-T	C5_05500C_A	CTA24
C5_00880C_A-T	C5_00880C_A	GIT3
C5_05240C_A-T	C5_05240C_A	C5_05240C_A
C5_03650C_A-T	C5_03650C_A	C5_03650C_A
C5_04170W_A-T	C5_04170W_A	C5_04170W_A
C5_00820W_A-T	C5_00820W_A	C5_00820W_A
C5_03980W_A-T	C5_03980W_A	C5_03980W_A
C5_04760W_A-T	C5_04760W_A	tA(AGC)5
C5_02650C_A-T	C5_02650C_A	IFH1
C5_02130W_A-T	C5_02130W_A	C5_02130W_A
C5_01460W_A-T	C5_01460W_A	YBL053
C5_03400C_A-T	C5_03400C_A	C5_03400C_A
C5_04790C_A-T	C5_04790C_A	C5_04790C_A
C5_04280C_A-T	C5_04280C_A	GLN3
C5_03580C_A-T	C5_03580C_A	CAC2
C5_02050W_A-T	C5_02050W_A	C5_02050W_A
C5_02410C_A-T	C5_02410C_A	C5_02410C_A
C5_02730C_A-T	C5_02730C_A	CIA1
C5_03500W_A-T	C5_03500W_A	GAP6
C5_05100C_A-T	C5_05100C_A	DUN1
C5_04750C_A-T	C5_04750C_A	HAS1
C5_03630C_A-T	C5_03630C_A	C5_03630C_A
C5_01930W_A-T	C5_01930W_A	C5_01930W_A
C5_04830W_A-T	C5_04830W_A	SFL2
C5_01080C_A-T	C5_01080C_A	GDS1
C5_01990W_A-T	C5_01990W_A	C5_01990W_A
C5_01850C_A-T	C5_01850C_A	ZNC1
C5_03080C_A-T	C5_03080C_A	C5_03080C_A
C5_04130C_A-T	C5_04130C_A	CHT2
C5_04850W_A-T	C5_04850W_A	C5_04850W_A
C5_00220W_A-T	C5_00220W_A	ROT2
C5_01670W_A-T	C5_01670W_A	DAL52
C5_00300C_A-T	C5_00300C_A	SMC4
C5_03600W_A-T	C5_03600W_A	MDJ1
C5_03890C_A-T	C5_03890C_A	C5_03890C_A
C5_01300C_A-T	C5_01300C_A	C5_01300C_A
C5_03430W_A-T	C5_03430W_A	C5_03430W_A
C5_01480W_A-T	C5_01480W_A	FYV5
C5_04910W_A-T	C5_04910W_A	C5_04910W_A
C5_05310W_A-T	C5_05310W_A	PRE1
C5_01680C_A-T	C5_01680C_A	CCN1
C5_04410C_A-T	C5_04410C_A	C5_04410C_A
C5_04480C_A-T	C5_04480C_A	C5_04480C_A
C5_01550C_A-T	C5_01550C_A	C5_01550C_A
C5_01070C_A-T	C5_01070C_A	C5_01070C_A
C5_00460C_A-T	C5_00460C_A	FET33
C5_04160W_A-T	C5_04160W_A	SDC1
C5_00790C_A-T	C5_00790C_A	C5_00790C_A
C5_02090W_A-T	C5_02090W_A	C5_02090W_A
C5_00230C_A-T	C5_00230C_A	C5_00230C_A
C5_05190W_A-T	C5_05190W_A	PCL5
C5_03450W_A-T	C5_03450W_A	C5_03450W_A
C5_00180W_A-T	C5_00180W_A	AFL1
C5_02290W_A-T	C5_02290W_A	PDE1
C5_00970W_A-T	C5_00970W_A	tE(UUC)3
C5_04270C_A-T	C5_04270C_A	SAH1
C5_02830W_A-T	C5_02830W_A	C5_02830W_A
C5_04930C_A-T	C5_04930C_A	MAL31
C5_03370C_A-T	C5_03370C_A	C5_03370C_A
C5_00700C_A-T	C5_00700C_A	SPE2
C5_01700W_A-T	C5_01700W_A	C5_01700W_A
C5_00990W_A-T	C5_00990W_A	tQ(CUG)1
C5_02620C_A-T	C5_02620C_A	C5_02620C_A
C5_04710W_A-T	C5_04710W_A	HER2
C5_02910C_A-T	C5_02910C_A	GYP8
C5_03040W_A-T	C5_03040W_A	C5_03040W_A
C5_00940C_A-T	C5_00940C_A	HAP5
C5_00050W_A-T	C5_00050W_A	C5_00050W_A
C5_03960W_A-T	C5_03960W_A	C5_03960W_A
C5_02660C_A-T	C5_02660C_A	C5_02660C_A
C5_04290C_A-T	C5_04290C_A	C5_04290C_A
C5_01000C_A-T	C5_01000C_A	C5_01000C_A
C5_00190C_A-T	C5_00190C_A	FAS1
C5_05450C_A-T	C5_05450C_A	MUM2
C5_02970W_A-T	C5_02970W_A	DAP2
C5_02690W_A-T	C5_02690W_A	C5_02690W_A
C5_03750W_A-T	C5_03750W_A	FAV2
C5_01720C_A-T	C5_01720C_A	RCY1
C5_03000C_A-T	C5_03000C_A	C5_03000C_A
C5_01150C_A-T	C5_01150C_A	C5_01150C_A
C5_05370C_A-T	C5_05370C_A	PRP22
C5_00030W_A-T	C5_00030W_A	C5_00030W_A
C5_00090C_A-T	C5_00090C_A	C5_00090C_A
C5_04400W_A-T	C5_04400W_A	RNY11
C5_03590W_A-T	C5_03590W_A	LAP4
C5_04470C_A-T	C5_04470C_A	C5_04470C_A
C5_03280W_A-T	C5_03280W_A	CAM1-1
C5_04390C_A-T	C5_04390C_A	C5_04390C_A
C5_04110W_A-T	C5_04110W_A	SCW11
C5_04490C_A-T	C5_04490C_A	CAR1
C5_04950C_A-T	C5_04950C_A	C5_04950C_A
C5_03930C_A-T	C5_03930C_A	C5_03930C_A
C5_01620C_A-T	C5_01620C_A	VPS22
C5_02020C_A-T	C5_02020C_A	C5_02020C_A
C5_00270W_A-T	C5_00270W_A	PGA14
C5_04120C_A-T	C5_04120C_A	C5_04120C_A
C5_04380C_A-T	C5_04380C_A	C5_04380C_A
C5_05010W_A-T	C5_05010W_A	C5_05010W_A
C5_02310C_A-T	C5_02310C_A	C5_02310C_A
C5_03900W_A-T	C5_03900W_A	PGA56
C5_03460C_A-T	C5_03460C_A	C5_03460C_A
C5_01980C_A-T	C5_01980C_A	C5_01980C_A
C5_02440C_A-T	C5_02440C_A	BUD32
C5_02010C_A-T	C5_02010C_A	C5_02010C_A
C5_02400W_A-T	C5_02400W_A	C5_02400W_A
C5_02240W_A-T	C5_02240W_A	PTH2
C5_01840C_A-T	C5_01840C_A	TAC1
C5_01170W_A-T	C5_01170W_A	ERF4
C5_01320W_A-T	C5_01320W_A	SNF1
C5_03490C_A-T	C5_03490C_A	C5_03490C_A
C5_02200W_A-T	C5_02200W_A	C5_02200W_A
C5_03800W_A-T	C5_03800W_A	RCF1
C5_04320C_A-T	C5_04320C_A	C5_04320C_A
C5_01240W_A-T	C5_01240W_A	AUR1
C5_05220W_A-T	C5_05220W_A	CAG1
C5_03210C_A-T	C5_03210C_A	C5_03210C_A
C5_00040C_A-T	C5_00040C_A	C5_00040C_A
C5_02860C_A-T	C5_02860C_A	GRP2
C5_05510C_A-T	C5_05510C_A	C5_05510C_A
C5_01520C_A-T	C5_01520C_A	GLR1
C5_03640W_A-T	C5_03640W_A	DPH5
C5_01180W_A-T	C5_01180W_A	PUS4
C5_01310W_A-T	C5_01310W_A	C5_01310W_A
C5_01410C_A-T	C5_01410C_A	C5_01410C_A
C5_00760W_A-T	C5_00760W_A	C5_00760W_A
C5_00110C_A-T	C5_00110C_A	THS1
C5_00520W_A-T	C5_00520W_A	C5_00520W_A
C5_01030W_A-T	C5_01030W_A	C5_01030W_A
C5_05060C_A-T	C5_05060C_A	C5_05060C_A
C5_01760C_A-T	C5_01760C_A	PIKA
C5_01420W_A-T	C5_01420W_A	C5_01420W_A
C5_03510C_A-T	C5_03510C_A	C5_03510C_A
C5_05400W_A-T	C5_05400W_A	APM1
C5_03290C_A-T	C5_03290C_A	C5_03290C_A
C5_04780W_A-T	C5_04780W_A	ASH2
C5_04540C_A-T	C5_04540C_A	C5_04540C_A
C5_04840C_A-T	C5_04840C_A	C5_04840C_A
C5_01940W_A-T	C5_01940W_A	C5_01940W_A
C5_01290C_A-T	C5_01290C_A	C5_01290C_A
C5_04670W_A-T	C5_04670W_A	SRP101
C5_01040W_A-T	C5_01040W_A	C5_01040W_A
C5_00530W_A-T	C5_00530W_A	C5_00530W_A
C5_03160W_A-T	C5_03160W_A	MED14
C5_02770W_A-T	C5_02770W_A	MSW1
C5_01510W_A-T	C5_01510W_A	SMD3
C5_04430C_A-T	C5_04430C_A	YUH2
C5_03550W_A-T	C5_03550W_A	C5_03550W_A
C5_03100C_A-T	C5_03100C_A	C5_03100C_A
C5_01860W_A-T	C5_01860W_A	C5_01860W_A
C5_04890C_A-T	C5_04890C_A	C5_04890C_A
C5_05250C_A-T	C5_05250C_A	C5_05250C_A
C5_02070C_A-T	C5_02070C_A	ESF2
C5_03690W_A-T	C5_03690W_A	C5_03690W_A
C5_00420C_A-T	C5_00420C_A	MRP17
C5_05110C_A-T	C5_05110C_A	TIP20
C5_04210C_A-T	C5_04210C_A	MRV4
C5_02800C_A-T	C5_02800C_A	C5_02800C_A
C5_03010W_A-T	C5_03010W_A	C5_03010W_A
C5_02580W_A-T	C5_02580W_A	C5_02580W_A
C5_03730W_A-T	C5_03730W_A	C5_03730W_A
C5_04300C_A-T	C5_04300C_A	C5_04300C_A
C5_03670C_A-T	C5_03670C_A	C5_03670C_A
C5_00670C_A-T	C5_00670C_A	HMS1
C5_04590C_A-T	C5_04590C_A	RPL43A
C5_00850C_A-T	C5_00850C_A	C5_00850C_A
C5_02500C_A-T	C5_02500C_A	C5_02500C_A
C5_04730C_A-T	C5_04730C_A	SSD1
C5_02330W_A-T	C5_02330W_A	C5_02330W_A
C5_02450W_A-T	C5_02450W_A	C5_02450W_A
C5_04560C_A-T	C5_04560C_A	CUP1
C5_00960W_A-T	C5_00960W_A	tE(UUC)4
C5_00600C_A-T	C5_00600C_A	C5_00600C_A
C5_01120W_A-T	C5_01120W_A	C5_01120W_A
C5_02150C_A-T	C5_02150C_A	ORC4
C5_03360W_A-T	C5_03360W_A	RPO26
C5_00610C_A-T	C5_00610C_A	C5_00610C_A
C5_00480C_A-T	C5_00480C_A	SEC14
C5_02900W_A-T	C5_02900W_A	C5_02900W_A
C5_03330C_A-T	C5_03330C_A	ZCF13
C5_00930C_A-T	C5_00930C_A	TFS1
C5_04740C_A-T	C5_04740C_A	HYS2
C5_03410C_A-T	C5_03410C_A	C5_03410C_A
C5_01880C_A-T	C5_01880C_A	C5_01880C_A
C5_02060W_A-T	C5_02060W_A	C5_02060W_A
C5_02360C_A-T	C5_02360C_A	C5_02360C_A
C5_00580W_A-T	C5_00580W_A	C5_00580W_A
C5_04360C_A-T	C5_04360C_A	C5_04360C_A
C5_02920W_A-T	C5_02920W_A	C5_02920W_A
C5_04040C_A-T	C5_04040C_A	C5_04040C_A
C5_00860W_A-T	C5_00860W_A	IMP2
C5_00370W_A-T	C5_00370W_A	COF1
C5_02480W_A-T	C5_02480W_A	FIP1
C5_00680W_A-T	C5_00680W_A	RMT2
C5_00890C_A-T	C5_00890C_A	GIT2
C5_04060C_A-T	C5_04060C_A	MEC1
C5_01350W_A-T	C5_01350W_A	C5_01350W_A
C5_02590C_A-T	C5_02590C_A	C5_02590C_A
C5_00450C_A-T	C5_00450C_A	IFG3
C5_04900C_A-T	C5_04900C_A	C5_04900C_A
C5_00130C_A-T	C5_00130C_A	C5_00130C_A
C5_00750C_A-T	C5_00750C_A	C5_00750C_A
C5_02540C_A-T	C5_02540C_A	SPR28
C5_00010W_A-T	C5_00010W_A	TLO11
C5_05170W_A-T	C5_05170W_A	PAN3
C5_01490C_A-T	C5_01490C_A	C5_01490C_A
C5_05380W_A-T	C5_05380W_A	RPN5
C5_00780C_A-T	C5_00780C_A	C5_00780C_A
C5_00210C_A-T	C5_00210C_A	BRE1
C5_04050W_A-T	C5_04050W_A	C5_04050W_A
C5_02670W_A-T	C5_02670W_A	BUR2
C5_05270C_A-T	C5_05270C_A	C5_05270C_A
C5_02510C_A-T	C5_02510C_A	C5_02510C_A
C5_01200W_A-T	C5_01200W_A	POA1
C5_01190W_A-T	C5_01190W_A	C5_01190W_A
C5_00280C_A-T	C5_00280C_A	C5_00280C_A
C5_00840W_A-T	C5_00840W_A	C5_00840W_A
C5_00250C_A-T	C5_00250C_A	C5_00250C_A
C5_05160C_A-T	C5_05160C_A	CNB1
C5_05320C_A-T	C5_05320C_A	HIS1
C5_01920C_A-T	C5_01920C_A	C5_01920C_A
C5_04530W_A-T	C5_04530W_A	C5_04530W_A
C5_03700C_A-T	C5_03700C_A	DPH5
C5_03910C_A-T	C5_03910C_A	C5_03910C_A
C5_01790C_A-T	C5_01790C_A	C5_01790C_A
C5_03780C_A-T	C5_03780C_A	C5_03780C_A
C5_00590W_A-T	C5_00590W_A	PET9
C5_02890W_A-T	C5_02890W_A	YNK1
C5_02950C_A-T	C5_02950C_A	C5_02950C_A
C5_03870C_A-T	C5_03870C_A	C5_03870C_A
C5_01710C_A-T	C5_01710C_A	C5_01710C_A
C5_03530C_A-T	C5_03530C_A	C5_03530C_A
C5_04100W_A-T	C5_04100W_A	CDS1
C5_00830C_A-T	C5_00830C_A	ERV46
C5_03270W_A-T	C5_03270W_A	TEF4
C5_01960C_A-T	C5_01960C_A	C5_01960C_A
C5_00690C_A-T	C5_00690C_A	TFB3
