Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,cell_type,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,experiment_group,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_name,SRA Study,stimulus,treatment
SRR29279136,RNA-Seq,76,100039940,PRJNA1120019,SAMN41673665,43381614,Bone-marrow Macrophage,UNIVERSITY OF BIRMINGHAM,missing,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",3,SRX24796372,uncalculated,uncalculated,missing,NextSeq 500,GSM8305577,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2025-07-01T00:00:00Z,2024-06-04T15:32:00Z,1,GSM8305577,Bone-marrow Macrophage,SRP511692,Candida albicans,Vancomycin
SRR29279138,RNA-Seq,76,129467292,PRJNA1120019,SAMN41673666,56322632,Bone-marrow Macrophage,UNIVERSITY OF BIRMINGHAM,missing,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",3,SRX24796371,uncalculated,uncalculated,missing,NextSeq 500,GSM8305576,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2025-07-01T00:00:00Z,2024-06-04T15:32:00Z,1,GSM8305576,Bone-marrow Macrophage,SRP511692,None,Vancomycin
SRR29279139,RNA-Seq,76,133572888,PRJNA1120019,SAMN41673666,58502602,Bone-marrow Macrophage,UNIVERSITY OF BIRMINGHAM,missing,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",3,SRX24796371,uncalculated,uncalculated,missing,NextSeq 500,GSM8305576,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2025-07-01T00:00:00Z,2024-06-04T15:32:00Z,1,GSM8305576,Bone-marrow Macrophage,SRP511692,None,Vancomycin
SRR29279140,RNA-Seq,76,129461820,PRJNA1120019,SAMN41673666,56305693,Bone-marrow Macrophage,UNIVERSITY OF BIRMINGHAM,missing,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",3,SRX24796371,uncalculated,uncalculated,missing,NextSeq 500,GSM8305576,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2025-07-01T00:00:00Z,2024-06-04T15:32:00Z,1,GSM8305576,Bone-marrow Macrophage,SRP511692,None,Vancomycin
SRR29279142,RNA-Seq,76,94835840,PRJNA1120019,SAMN41673667,41280735,Bone-marrow Macrophage,UNIVERSITY OF BIRMINGHAM,missing,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",3,SRX24796370,uncalculated,uncalculated,missing,NextSeq 500,GSM8305575,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2025-07-01T00:00:00Z,2024-06-04T15:32:00Z,1,GSM8305575,Bone-marrow Macrophage,SRP511692,Candida albicans,Untreated (control)
SRR29279143,RNA-Seq,76,97406616,PRJNA1120019,SAMN41673667,42692497,Bone-marrow Macrophage,UNIVERSITY OF BIRMINGHAM,missing,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",3,SRX24796370,uncalculated,uncalculated,missing,NextSeq 500,GSM8305575,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2025-07-01T00:00:00Z,2024-06-04T15:32:00Z,1,GSM8305575,Bone-marrow Macrophage,SRP511692,Candida albicans,Untreated (control)
SRR29279144,RNA-Seq,76,94839032,PRJNA1120019,SAMN41673667,41244588,Bone-marrow Macrophage,UNIVERSITY OF BIRMINGHAM,missing,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",3,SRX24796370,uncalculated,uncalculated,missing,NextSeq 500,GSM8305575,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2025-07-01T00:00:00Z,2024-06-04T15:32:00Z,1,GSM8305575,Bone-marrow Macrophage,SRP511692,Candida albicans,Untreated (control)
SRR29279146,RNA-Seq,76,102996340,PRJNA1120019,SAMN41673668,44591327,Bone-marrow Macrophage,UNIVERSITY OF BIRMINGHAM,missing,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",3,SRX24796369,uncalculated,uncalculated,missing,NextSeq 500,GSM8305574,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2025-07-01T00:00:00Z,2024-06-04T15:32:00Z,1,GSM8305574,Bone-marrow Macrophage,SRP511692,None,Untreated (control)
SRR29279147,RNA-Seq,76,105754532,PRJNA1120019,SAMN41673668,46064342,Bone-marrow Macrophage,UNIVERSITY OF BIRMINGHAM,missing,public,"fastq,sra,run.zq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",3,SRX24796369,uncalculated,uncalculated,missing,NextSeq 500,GSM8305574,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2025-07-01T00:00:00Z,2024-06-04T15:32:00Z,1,GSM8305574,Bone-marrow Macrophage,SRP511692,None,Untreated (control)
SRR29279148,RNA-Seq,76,102438348,PRJNA1120019,SAMN41673668,44305472,Bone-marrow Macrophage,UNIVERSITY OF BIRMINGHAM,missing,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",3,SRX24796369,uncalculated,uncalculated,missing,NextSeq 500,GSM8305574,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2025-07-01T00:00:00Z,2024-06-04T15:32:00Z,1,GSM8305574,Bone-marrow Macrophage,SRP511692,None,Untreated (control)
SRR29279150,RNA-Seq,76,77751800,PRJNA1120019,SAMN41673669,33889014,Bone-marrow Macrophage,UNIVERSITY OF BIRMINGHAM,missing,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2,SRX24796368,uncalculated,uncalculated,missing,NextSeq 500,GSM8305573,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2025-07-01T00:00:00Z,2024-06-04T15:32:00Z,1,GSM8305573,Bone-marrow Macrophage,SRP511692,Candida albicans,Vancomycin
SRR29279151,RNA-Seq,76,80018804,PRJNA1120019,SAMN41673669,35115679,Bone-marrow Macrophage,UNIVERSITY OF BIRMINGHAM,missing,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",2,SRX24796368,uncalculated,uncalculated,missing,NextSeq 500,GSM8305573,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2025-07-01T00:00:00Z,2024-06-04T15:32:00Z,1,GSM8305573,Bone-marrow Macrophage,SRP511692,Candida albicans,Vancomycin
SRR29279152,RNA-Seq,76,77871120,PRJNA1120019,SAMN41673669,33921352,Bone-marrow Macrophage,UNIVERSITY OF BIRMINGHAM,missing,public,"sra,run.zq,fastq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2,SRX24796368,uncalculated,uncalculated,missing,NextSeq 500,GSM8305573,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2025-07-01T00:00:00Z,2024-06-04T15:32:00Z,1,GSM8305573,Bone-marrow Macrophage,SRP511692,Candida albicans,Vancomycin
SRR29279154,RNA-Seq,76,63546868,PRJNA1120019,SAMN41673670,28117690,Bone-marrow Macrophage,UNIVERSITY OF BIRMINGHAM,missing,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2,SRX24796367,uncalculated,uncalculated,missing,NextSeq 500,GSM8305572,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2025-07-01T00:00:00Z,2024-06-04T15:31:00Z,1,GSM8305572,Bone-marrow Macrophage,SRP511692,None,Vancomycin
SRR29279155,RNA-Seq,76,65716060,PRJNA1120019,SAMN41673670,29272263,Bone-marrow Macrophage,UNIVERSITY OF BIRMINGHAM,missing,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",2,SRX24796367,uncalculated,uncalculated,missing,NextSeq 500,GSM8305572,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2025-07-01T00:00:00Z,2024-06-04T15:32:00Z,1,GSM8305572,Bone-marrow Macrophage,SRP511692,None,Vancomycin
SRR29279156,RNA-Seq,76,63222576,PRJNA1120019,SAMN41673670,28004001,Bone-marrow Macrophage,UNIVERSITY OF BIRMINGHAM,missing,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",2,SRX24796367,uncalculated,uncalculated,missing,NextSeq 500,GSM8305572,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2025-07-01T00:00:00Z,2024-06-04T15:32:00Z,1,GSM8305572,Bone-marrow Macrophage,SRP511692,None,Vancomycin
SRR29279158,RNA-Seq,76,76520372,PRJNA1120019,SAMN41673671,33042338,Bone-marrow Macrophage,UNIVERSITY OF BIRMINGHAM,missing,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2,SRX24796366,uncalculated,uncalculated,missing,NextSeq 500,GSM8305571,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2025-07-01T00:00:00Z,2024-06-04T15:32:00Z,1,GSM8305571,Bone-marrow Macrophage,SRP511692,Candida albicans,Untreated (control)
SRR29279159,RNA-Seq,76,78172536,PRJNA1120019,SAMN41673671,33994998,Bone-marrow Macrophage,UNIVERSITY OF BIRMINGHAM,missing,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",2,SRX24796366,uncalculated,uncalculated,missing,NextSeq 500,GSM8305571,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2025-07-01T00:00:00Z,2024-06-04T15:32:00Z,1,GSM8305571,Bone-marrow Macrophage,SRP511692,Candida albicans,Untreated (control)
SRR29279160,RNA-Seq,76,76152456,PRJNA1120019,SAMN41673671,32861437,Bone-marrow Macrophage,UNIVERSITY OF BIRMINGHAM,missing,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2,SRX24796366,uncalculated,uncalculated,missing,NextSeq 500,GSM8305571,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2025-07-01T00:00:00Z,2024-06-04T15:32:00Z,1,GSM8305571,Bone-marrow Macrophage,SRP511692,Candida albicans,Untreated (control)
SRR29279162,RNA-Seq,76,60008840,PRJNA1120019,SAMN41673672,26101183,Bone-marrow Macrophage,UNIVERSITY OF BIRMINGHAM,missing,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",2,SRX24796365,uncalculated,uncalculated,missing,NextSeq 500,GSM8305570,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2025-07-01T00:00:00Z,2024-06-04T15:31:00Z,1,GSM8305570,Bone-marrow Macrophage,SRP511692,None,Untreated (control)
SRR29279163,RNA-Seq,76,61527700,PRJNA1120019,SAMN41673672,26967602,Bone-marrow Macrophage,UNIVERSITY OF BIRMINGHAM,missing,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2,SRX24796365,uncalculated,uncalculated,missing,NextSeq 500,GSM8305570,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2025-07-01T00:00:00Z,2024-06-04T15:32:00Z,1,GSM8305570,Bone-marrow Macrophage,SRP511692,None,Untreated (control)
SRR29279164,RNA-Seq,76,59823248,PRJNA1120019,SAMN41673672,26040778,Bone-marrow Macrophage,UNIVERSITY OF BIRMINGHAM,missing,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",2,SRX24796365,uncalculated,uncalculated,missing,NextSeq 500,GSM8305570,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2025-07-01T00:00:00Z,2024-06-04T15:32:00Z,1,GSM8305570,Bone-marrow Macrophage,SRP511692,None,Untreated (control)
SRR29279166,RNA-Seq,76,97791024,PRJNA1120019,SAMN41673673,42147036,Bone-marrow Macrophage,UNIVERSITY OF BIRMINGHAM,missing,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",1,SRX24796364,uncalculated,uncalculated,missing,NextSeq 500,GSM8305569,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2025-07-01T00:00:00Z,2024-06-04T15:32:00Z,1,GSM8305569,Bone-marrow Macrophage,SRP511692,Candida albicans,Vancomycin
SRR29279167,RNA-Seq,76,99967816,PRJNA1120019,SAMN41673673,43344966,Bone-marrow Macrophage,UNIVERSITY OF BIRMINGHAM,missing,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",1,SRX24796364,uncalculated,uncalculated,missing,NextSeq 500,GSM8305569,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2025-07-01T00:00:00Z,2024-06-04T15:31:00Z,1,GSM8305569,Bone-marrow Macrophage,SRP511692,Candida albicans,Vancomycin
SRR29279168,RNA-Seq,76,97550712,PRJNA1120019,SAMN41673673,41952925,Bone-marrow Macrophage,UNIVERSITY OF BIRMINGHAM,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",1,SRX24796364,uncalculated,uncalculated,missing,NextSeq 500,GSM8305569,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2025-07-01T00:00:00Z,2024-06-04T15:31:00Z,1,GSM8305569,Bone-marrow Macrophage,SRP511692,Candida albicans,Vancomycin
SRR29279170,RNA-Seq,76,111543908,PRJNA1120019,SAMN41673674,48640967,Bone-marrow Macrophage,UNIVERSITY OF BIRMINGHAM,missing,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",1,SRX24796363,uncalculated,uncalculated,missing,NextSeq 500,GSM8305568,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2025-07-01T00:00:00Z,2024-06-04T15:32:00Z,1,GSM8305568,Bone-marrow Macrophage,SRP511692,None,Vancomycin
SRR29279171,RNA-Seq,76,114787664,PRJNA1120019,SAMN41673674,50365681,Bone-marrow Macrophage,UNIVERSITY OF BIRMINGHAM,missing,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",1,SRX24796363,uncalculated,uncalculated,missing,NextSeq 500,GSM8305568,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2025-07-01T00:00:00Z,2024-06-04T15:31:00Z,1,GSM8305568,Bone-marrow Macrophage,SRP511692,None,Vancomycin
SRR29279172,RNA-Seq,76,111448756,PRJNA1120019,SAMN41673674,48549567,Bone-marrow Macrophage,UNIVERSITY OF BIRMINGHAM,missing,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",1,SRX24796363,uncalculated,uncalculated,missing,NextSeq 500,GSM8305568,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2025-07-01T00:00:00Z,2024-06-04T15:32:00Z,1,GSM8305568,Bone-marrow Macrophage,SRP511692,None,Vancomycin
SRR29279174,RNA-Seq,76,118722032,PRJNA1120019,SAMN41673675,51256636,Bone-marrow Macrophage,UNIVERSITY OF BIRMINGHAM,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",1,SRX24796362,uncalculated,uncalculated,missing,NextSeq 500,GSM8305567,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2025-07-01T00:00:00Z,2024-06-04T15:32:00Z,1,GSM8305567,Bone-marrow Macrophage,SRP511692,Candida albicans,Untreated (control)
SRR29279175,RNA-Seq,76,121757320,PRJNA1120019,SAMN41673675,52886301,Bone-marrow Macrophage,UNIVERSITY OF BIRMINGHAM,missing,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",1,SRX24796362,uncalculated,uncalculated,missing,NextSeq 500,GSM8305567,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2025-07-01T00:00:00Z,2024-06-04T15:32:00Z,1,GSM8305567,Bone-marrow Macrophage,SRP511692,Candida albicans,Untreated (control)
SRR29279176,RNA-Seq,76,118443188,PRJNA1120019,SAMN41673675,51041515,Bone-marrow Macrophage,UNIVERSITY OF BIRMINGHAM,missing,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",1,SRX24796362,uncalculated,uncalculated,missing,NextSeq 500,GSM8305567,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2025-07-01T00:00:00Z,2024-06-04T15:31:00Z,1,GSM8305567,Bone-marrow Macrophage,SRP511692,Candida albicans,Untreated (control)
SRR29279178,RNA-Seq,76,96719804,PRJNA1120019,SAMN41673676,42170433,Bone-marrow Macrophage,UNIVERSITY OF BIRMINGHAM,missing,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",1,SRX24796361,uncalculated,uncalculated,missing,NextSeq 500,GSM8305566,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2025-07-01T00:00:00Z,2024-06-04T15:32:00Z,1,GSM8305566,Bone-marrow Macrophage,SRP511692,None,Untreated (control)
SRR29279179,RNA-Seq,76,99554832,PRJNA1120019,SAMN41673676,43673781,Bone-marrow Macrophage,UNIVERSITY OF BIRMINGHAM,missing,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",1,SRX24796361,uncalculated,uncalculated,missing,NextSeq 500,GSM8305566,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2025-07-01T00:00:00Z,2024-06-04T15:32:00Z,1,GSM8305566,Bone-marrow Macrophage,SRP511692,None,Untreated (control)
SRR29279180,RNA-Seq,76,96440732,PRJNA1120019,SAMN41673676,41991644,Bone-marrow Macrophage,UNIVERSITY OF BIRMINGHAM,missing,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",1,SRX24796361,uncalculated,uncalculated,missing,NextSeq 500,GSM8305566,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2025-07-01T00:00:00Z,2024-06-04T15:32:00Z,1,GSM8305566,Bone-marrow Macrophage,SRP511692,None,Untreated (control)
